table_id	distance	counterfactual_hypothesis	counterfactual label	original_hypothesis	original_label	strategies	counterfactual_table_rows
T203A	0.0	Judaism is the most popular religion in Japan.	E	Judaism is the most popular religion in Japan.	C	100000	['Religion']
T203A	0.0	Over half of the people in Japan practice Folk Shinto as a religion or have no religion.	C	Over half of the people in Japan practice Folk Shinto as a religion or have no religion.	E	100000	['Religion']
T203A	0.0	The capital of Japan is located in Tokyo.	C	The capital of Japan is located in Tokyo.	E	100000	['Capital and largest city']
T203A	0.5202545555271149	The Ainu and Yamato people contribute majority of Japan's native ethnic group.	N	The Ainu people are the most popular type of Japan's native ethnic group.	N	000100	[]
T203A	0.6066873807943746	The number of south asian people that live in Japan is above 5%.	E	The majority of people that live in Japan are ethnically Korean.	C	000100	['Ethnic groups (2011)']
T203A	0.6425826769671134	If the Prime Minister of Japan dies, then re-election is done for the choosing the new Prime Minister.	N	If the Prime Minister of Japan dies, the Deputy Prime Minister immediately takes his place.	N	000100	[]
T203A	0.8443548289260461	The government of Japan has a nuclear plant to generate nuclear ennergy.	N	The government of Japan has a constitution.	N	000010	[]
T203B	0.0	The majority of people that live in Japan are ethnically Japanese.	E	The majority of people that live in Japan are ethnically Korean.	C	010000	['Ethnic groups (2011)']
T203B	0.0	The capital of Japan is located inOtwaha.	C	The capital of Japan is located in Tokyo.	E	010000	['Capital and largest city']
T203B	0.14873974784512203	If the current Prime Minister of Japan Sadeq Larijani dies, the Deputy Prime Minister immediately takes his place.	N	If the Prime Minister of Japan dies, the Deputy Prime Minister immediately takes his place.	N	001000	['Prime Minister ']
T203B	0.1811064201939959	Japan's House of Councillors is lower than the house of representatives.	E	Japan's House of Councillors is higher than the house of representatives.	E	010000	['Lower house', 'Upper house']
T203B	0.3906072675364852	The Ainu people are the most popular type of Japan's native ethnic group, which along with Yamato and Ryukyuan people contributes over 95% of country's population.	N	The Ainu people are the most popular type of Japan's native ethnic group.	N	001000	['Ethnic groups (2011)']
T203B	0.4219232416895366	Folk Shinto is the most popular religion in Japan.	E	Judaism is the most popular religion in Japan.	C	010000	['Religion']
T203B	0.43553873022796524	Over half of the people in Japan practice Bhuddhism as a religion.	C	Over half of the people in Japan practice Folk Shinto as a religion or have no religion.	E	010000	['Religion']
T203B	0.9763410216064752	The government of Japan, country with crown prince Jacqui Gettings, has a constitution.	N	The government of Japan has a constitution.	N	001000	['Crown Prince ']
T203B	1.0653945656716706	Non- Japanese people contributes total less than 5% of population.	E	Japan is made up of between 90 and 95% Japanese people.	C	010000	['Ethnic groups (2011)']
T323A	0.17835238913556245	Czech Republic joined the European Union for protection from Russia in 2004.	N	Czech Republic joined the European Union for protection from Russia.	N	001000	['Joined the European Union']
T323A	0.1884351267223835	Czech Republic lost independence in late the 20th century.	C	Czech Republic gained independence in late the 20th century.	E	010000	['Czech Republic became independent ']
T323A	0.2254899170170021	Czech Republic separated from the Austria-Hungary Empire less than 100 years ago.	C	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	E	010000	['Czechoslovakia (Independence from Austria-Hungary)']
T323A	0.22611991727842243	The Czech Republic became part of the European Union after independence.	E	The Czech Republic was part of the European Union before independence.	C	010000	['Czech Republic became independent ', 'Joined the European Union']
T323A	0.23554369683545828	Czech Republic gained independence in 1993.	E	Czech Republic lost independence in 2004.	C	010000	['Czech Republic became independent ']
T323A	0.29362316580747355	The Czech Republic did not come out of Czechoslovakia.	C	The Czech Republic came out of Czechoslovakia.	E	010000	['Czechoslovakia (Independence from Austria-Hungary)', 'Czech Republic became independent ']
T323A	0.3152856495460923	Czech Republic was one of the first countries to join the European Union in 2004.	N	.Czech Republic was one of the first countries to join the European Union.	N	001000	[]
T323A	0.342476879309997	Kingdom of Bohemia was established after the Duchy of Bohemia.	E	Kingdom of Bohemia was esatablished before the Duchy of Bohemia.	C	010000	['Duchy of Bohemia ', 'Kingdom of Bohemia ']
T323A	0.47600325098405344	Bohemians and Czechs are  different people.	N	Bohemians and Czechs are the same people.	N	000100	[]
T323B	0.0	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	C	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	E	100000	['Czechoslovakia (Independence from Austria-Hungary)']
T323B	0.0	Kingdom of Bohemia was esatablished before the Duchy of Bohemia.	E	Kingdom of Bohemia was esatablished before the Duchy of Bohemia.	C	100000	['Duchy of Bohemia ', 'Kingdom of Bohemia ']
T323B	0.0	The Czech Republic came out of Czechoslovakia.	C	The Czech Republic came out of Czechoslovakia.	E	100000	['Czech Republic became independent ', 'Federalization of Czechoslovakia (Czech Socialist Republic)']
T323B	0.0	The Czech Republic was part of the European Union before independence.	E	The Czech Republic was part of the European Union before independence.	C	100000	['Czech Republic became independent ', 'Joined the European Union']
T323B	0.0	Czech Republic joined the European Union for protection from Spain.	N	Czech Republic joined the European Union for protection from Russia.	N	000100	[]
T323B	0.15920043795502187	Czech Republic did not gain independence in late the 20th century.	C	Czech Republic gained independence in late the 20th century.	E	010000	['Czech Republic became independent ']
T323B	0.5461902438982972	Czech Republic which gain independence on 1 January 1993, was one of the first countries to join the European Union.	N	.Czech Republic was one of the first countries to join the European Union.	N	001000	['Czech Republic became independent ']
T323B	1.152409444930422	Bohemians and Czechs are the same people who joined the European Union on 1 December 1918.	N	Bohemians and Czechs are the same people.	N	001000	['Joined the European Union']
T323B	1.2572527194483083	Kingdom of Bohemia existed in the 12th century.	E	Czech Republic lost independence in 2004.	C	000010	['Kingdom of Bohemia ']
T1047A	0.0	Changsha is both a city and a prefecture.	E	Changsha is a city in China.	E	010000	[]
T1047A	0.0	Changsha's metro area includes an extra million people more than the urban population.	E	Changsha's metro area includes an extra million people more than the urban population.	C	100000	['Metro', 'Urban (2018)']
T1047A	0.0	Changsha's prefecture density is lower than its urban density.	C	Changsha's prefecture density is lower than its urban density.	E	100000	['Density', 'Urban density']
T1047A	0.0	Changsha has more people in its metro area than in its urban area.	E	Changsha has more people in its urban area than in its metro area.	C	010000	['Metro', 'Urban (2018)']
T1047A	0.0	Changsha's population rank in China has increased from 19th to 9th.	N	Changsha's population rank in China has increased much.	N	001000	[]
T1047A	0.0	Changsha is the birthplace of Mao Zendai.	N	Changsha is the birthplace of Mao Zedong.	N	000100	[]
T1047A	0.0	Changsha is a city in Russia.	C	Changsha is both a city and a prefecture.	E	010000	['Rank in China']
T1047A	0.1397738259944916	More people live in Changsha today than five years ago.	N	More people live in Changsha today than ten years ago.	N	000100	[]
T1047A	0.2256273982459903	Changsha is in the top five largest cities in China.	C	Changsha is in the top twenty largest cities in China.	E	010000	['Rank in China']
T1047B	0.0	Changsha is in the top twenty largest cities in China.	C	Changsha is in the top twenty largest cities in China.	E	100000	[]
T1047B	0.0	Changsha is a city in USA.	C	Changsha is a city in China.	E	010000	['Rank in China']
T1047B	0.26227888936005234	Changsha has far more people in its urban area than in its metro area.	E	Changsha has more people in its urban area than in its metro area.	C	100000	['Metro', 'Urban (2018)']
T1047B	0.3773240906343162	Changsha's prefecture density is far higher than its urban density.	C	Changsha's prefecture density is lower than its urban density.	E	010000	['Density', 'Urban density']
T1047B	0.5276246439906896	Changsha's urban area has millions of more people than it's metro area.	E	Changsha's metro area includes an extra million people more than the urban population.	C	010000	['Metro', 'Urban (2018)']
T1047B	0.6265921921175481	Less people live in Changsha today than ten years ago as its rank slowly declined to 33rd.	N	More people live in Changsha today than ten years ago.	N	001000	[]
T1047B	0.7001984119415283	Changsha is the deathplace of Mao Ping.	N	Changsha is the birthplace of Mao Zedong.	N	000100	[]
T1047B	0.721222184942934	Changsha's population rank in China has declined much in the past year.	N	Changsha's population rank in China has increased much.	N	000100	[]
T1047B	1.1961733102798462	Changsha a prefecture in China.	E	Changsha is both a city and a prefecture.	E	010000	['Rank in China', 'Prefecture-level city']
T1002A	0.0	Catalonia has about 50 deputies in the Congress of Deputies.	E	Catalonia has 50% of the deputies in the Congress of Deputies.	C	010000	['Congress of Deputies']
T1002A	0.2353267965130806	Catalonia is a region of Spain known for nationalist leanings.	N	Catalonia is a region of Spain known for separatist leanings.	N	000100	[]
T1002A	0.25358807400323147	Catalonia is governed by elected officials and overseen by a democratic government.	C	Catalonia is governed by elected officials and overseen by a monarchy.	E	010000	['Type', 'Legislature']
T1002A	0.30883282990190386	Catalonia is a absolute monarchy with no congressional deputies or senators.	C	Catalonia is a constitutional monarchy with congressional deputies and senators.	E	010000	['Congress of Deputies', 'Senate', 'Type']
T1002A	0.43481903248471127	Catalonia has a representational governance in place.	E	Catalonia have no voice or representational governance in place.	C	010000	['Body', 'Congress of Deputies', 'Senate']
T1002A	0.674875681609181	Catalonia is a region is Spain that has highest GDP.	N	Catalonia is a region is Spain that is trying to secede from Spain.	N	000010	[]
T1002A	0.9725531346259761	Catalonia is has have republic representation in spite being a monarchy.	E	Catalonia is mostly communist in nature and does not have republic representation.	C	000100	['Congress of Deputies', 'Senate', 'Type']
T1002A	1.2454409943154023	Stan Lee was appointed by the monarch.	N	Quim Torra was elected by the general public.	N	000100	[]
T1002A	10000.0	Catalonia has 16.5% of senators.	C	Catalonia has 16.5% of senators.	C	000001	[]
T1002B	0.0	Catalonia has 50% of the deputies in the Congress of Deputies.	E	Catalonia has 50% of the deputies in the Congress of Deputies.	C	100000	['Congress of Deputies']
T1002B	0.0	Catalonia is a constitutional monarchy with congressional deputies and senators.	C	Catalonia is a constitutional monarchy with congressional deputies and senators.	E	010000	['Legislature', 'Type']
T1002B	0.0	Catalonia is governed by elected officials and overseen by a monarchy.	C	Catalonia is governed by elected officials and overseen by a monarchy.	E	010000	['Legislature', 'Type']
T1002B	0.257450893620491	Catalonia is a democratic region is Spain that is trying to secede from Spain.	N	Catalonia is a region is Spain that is trying to secede from Spain.	N	001000	[]
T1002B	0.44472797380514506	Catalonia has a completely representational governance in place.	E	Catalonia have no voice or representational governance in place.	C	010000	['Type']
T1002B	0.8077357903046608	Catalonia follows a parliamentary legislation and is known for separatist leanings.	N	Catalonia is a region of Spain known for separatist leanings.	N	001000	[]
T1002B	0.8394074346311277	Ángel Cabrera was elected by the general public for his role in Spain's military crisis.	N	Quim Torra was elected by the general public.	N	000100	[]
T1002B	0.947981703041792	Catalonia is a republic and has a democratic government.	E	Catalonia is mostly communist in nature and does not have republic representation.	C	000100	['Type', 'Legislature']
T1002B	10000.0	Catalonia has more than 15% of senators.	C	Catalonia has 16.5% of senators.	C	100000	['Senate']
T738A	0.1454944508833438	The Cockerel FabergŽ egg is a onyx and diamond infused object about half a foot tall.	C	The Cockerel FabergŽ egg is a gold and diamond infused object about half a foot tall.	E	110000	['Height', 'Materials used']
T738A	0.22797418127846716	The Cockerel FabergŽ egg was Perkhin's last Faberge egg creation.	N	The Cockerel FabergŽ egg was Perkhin's first Faberge egg creation.	N	000100	[]
T738A	0.45594500103999175	It is known what the Cockerel FabergŽ egg contains.	C	The Cockerel FabergŽ egg is very valuable.	N	110000	['Surprise']
T738A	0.5026802468237876	The bsurprise within the Cockerel FabergŽ egg is blue in colour.	N	The bird within the Cockerel FabergŽ egg flaps its wings.	N	000100	[]
T738A	0.5209071390468597	The Cockerel FabergŽ egg displays around 4 materials.	E	The Cockerel FabergŽ egg displays over 10 different materials used.	C	110000	['Materials used']
T738A	0.5384954549787592	The Cockerel FabergŽ egg is less than half a foot in height.	E	The Cockerel FabergŽ egg is over a foot tall.	C	110000	['Height']
T738A	0.6610362873712013	The Cockerel FabergŽ egg doesn't contain any precious gems.	C	The Cockerel FabergŽ egg is made up of several different precious gems.	E	110000	['Materials used']
T738A	0.6750183124608448	Cockerel FabergŽ egg is made of ruby and silver.	E	The person who made the Cockerel FabergŽ egg is capable of giving birth.	C	000010	['Materials used']
T738A	0.746400067964387	The Cockerel FabergŽ egg is Michael Perkhin artwork and is very valuable.	N	The Cockerel FabergŽ egg has a bird inside of it.	E	001000	[]
T738B	0.2008461169108097	The bird within the Cockerel FabergŽ egg flaps its wings when it sings.	N	The bird within the Cockerel FabergŽ egg flaps its wings.	N	001000	[]
T738B	0.2866274008591175	The Cockerel FabergŽ egg was  Krijitski's smallest Faberge egg creation.	N	The Cockerel FabergŽ egg was Perkhin's first Faberge egg creation.	N	000100	[]
T738B	0.333133676685123	The Cockerel FabergŽ egg is more than half a foot tall.	E	The Cockerel FabergŽ egg is over a foot tall.	C	010000	['Height']
T738B	0.34630771829634904	The Cockerel FabergŽ egg is lagest FabergŽ egg in the world.	N	The Cockerel FabergŽ egg is very valuable.	N	000010	[]
T738B	0.4274143798416723	The Cockerel FabergŽ egg has a singing doll inside of it.	C	The Cockerel FabergŽ egg has a bird inside of it.	E	110000	['Surprise']
T738B	0.47956167605273725	The Cockerel FabergŽ egg displays mulitple precious materials.	E	The Cockerel FabergŽ egg displays over 10 different materials used.	C	110000	['Materials used']
T738B	0.6457159458459603	The Cockerel FabergŽ egg is made up using silver and platinum.	C	The Cockerel FabergŽ egg is made up of several different precious gems.	E	010000	['Materials used']
T738B	0.663998776894785	Cockerel FabergŽ egg made by Krijitski has a  singing bird.	E	The person who made the Cockerel FabergŽ egg is capable of giving birth.	C	000010	['Surprise', 'Workmaster']
T738B	0.6939213767142743	The Cockerel FabergŽ egg contains rose-cut diamonds and is about a foot tall.	C	The Cockerel FabergŽ egg is a gold and diamond infused object about half a foot tall.	E	110000	['Height', 'Materials used']
T1508A	0.0	Josta lasted less than five years before being discontinued.	C	Josta lasted less than five years before being discontinued.	E	100000	['Discontinued', 'Introduced']
T1508A	0.0	Josta was first made in the last 10 years of the 20th century.	C	Josta was first made in the last 10 years of the 20th century.	E	100000	['Introduced']
T1508A	0.0	No one has been able to drink Josta since 1997	E	No one has been able to drink Josta since 1997	C	100000	['Discontinued']
T1508A	0.0	Josta is a drink that was popular in from 1920s to 1990 .	C	Josta is a drink that was popular in the 1990s.	E	010000	['Discontinued', 'Introduced']
T1508A	0.0	Josta was still being made in the 1990s.	E	Josta was still being made in the 21st century.	C	010000	['Discontinued']
T1508A	0.4991528477277433	People began to protest to ban Josta in 1990, this led to its banning in 1992.	N	People began to ban Josta in 1998.	N	001000	[]
T1508A	0.834279711745866	Monster Beverage has released an energy soft drink in the market.	E	Josta was PepsiCo's least sold soft drink during the 1990's.	N	010000	['Manufacturer', 'Introduced', 'Type']
T1508A	1.0547927213279724	Josta made by Monster Beverage is more like Bawls than Vodka.	N	Josta is more like Jolt than Surge.	N	001000	[]
T1508A	1.343559843189478	Josta was discontinued due to fall in its sale in 1990's.	N	PepsiCo has never tried to make an energy soft drink.	C	000010	[]
T1508B	0.0	Josta was first made in the last 10 years of the 20th century.	E	Josta was first made in the last 10 years of the 20th century.	E	000000	[]
T1508B	0.0	No one has been able to drink Josta since 1992	E	No one has been able to drink Josta since 1997	C	110000	['Discontinued']
T1508B	0.3134867911910065	Josta lasted about five years before being discontinued.	C	Josta lasted less than five years before being discontinued.	E	010000	['Introduced', 'Discontinued']
T1508B	0.7182037545767997	People began to ban Josta shortly after its introduction due its alcohol content.	N	People began to ban Josta in 1998.	N	000100	[]
T1508B	0.8201384913181867	Diageo launched a failed energy soft drink in the market in 1990s.	E	PepsiCo has never tried to make an energy soft drink.	C	000100	['Manufacturer', 'Type', 'Introduced', 'Discontinued']
T1508B	0.856478770509593	Josta is more like Jolt than Surge, it also has alcohol content similar to vodka.	N	Josta is more like Jolt than Surge.	N	000100	[]
T1508B	0.930644199529873	Josta is a Portugal origin drink that was sold in the enitre last decade of 20th century.	C	Josta was PepsiCo's least sold soft drink during the 1990's.	N	010000	['Discontinued']
T1508B	1.2956546574693089	Josta was discontinued after 1 year as it did not meet food safety standards.	N	Josta is a drink that was popular in the 1990s.	E	001000	[]
T1508B	1.3291512340151546	Josta was produced for a single year.	E	Josta was still being made in the 21st century.	C	000100	['Discontinued', 'Introduced']
T778A	0.0	Crystal Head Vodka cannot be seen through.	E	Crystal Head Vodka cannot be seen through.	C	100000	['Color']
T778A	0.0	Crystal Head Vodka is more than half alcohol by volume.	E	Crystal Head Vodka is more than half alcohol by volume.	C	100000	['Alcohol by volume']
T778A	0.0	Crystal Head Vodka originated north of the U.S.	C	Crystal Head Vodka originated north of the U.S.	E	100000	['Country of origin']
T778A	0.0	Crystal Head Vodka was introduced in a different country from where it originated.	C	Crystal Head Vodka was introduced in a different country from where it originated.	E	100000	['Country of origin', 'Introduced']
T778A	0.0	Crystal Head Vodka was released in the USA.	C	Crystal Head Vodka was released in the USA.	E	100000	['Introduced']
T778A	0.0	Crystal Head Vodka is sold in UK.	N	Crystal Head Vodka is sold in Canada.	N	000100	[]
T778A	0.12613591654602108	Crystal Head Vodka was developed in USA for years before 1898.	N	Crystal Head Vodka was developed in Canada for years before 2008.	N	000100	[]
T778A	0.35186547030408877	Crystal Head Vodka which is 110 proof has a red and gold label.	N	Crystal Head Vodka has a blue and gold label.	N	001000	[]
T778A	0.5005867651475728	Crystal Head Vodka has a yellowish color.	E	Crystal Head Vodka is known for having a pink color.	C	010000	['Color']
T778B	0.0	Crystal Head Vodka cannot be seen through.	E	Crystal Head Vodka cannot be seen through.	C	100000	['Color']
T778B	0.0	Crystal Head Vodka was released in the Canada.	C	Crystal Head Vodka was released in the USA.	E	110000	['Introduced']
T778B	0.051026667060709005	Crystal Head Vodka originated in South America.	C	Crystal Head Vodka originated north of the U.S.	E	000100	['Country of origin']
T778B	0.2224090201967599	Crystal Head Vodka is less than half alcohol by volume.	E	Crystal Head Vodka is more than half alcohol by volume.	C	010000	['Alcohol by volume']
T778B	0.22510802264331609	Crystal Head Vodka was introduced in the same country from where it was originated.	C	Crystal Head Vodka was introduced in a different country from where it originated.	E	110000	['Country of origin', 'Introduced']
T778B	0.27122098387557864	Crystal Head Vodka is manafactured by Gazeta Sporturilor and sold in Canada.	N	Crystal Head Vodka is sold in Canada.	N	001000	['Manufacturer']
T778B	0.30318552437373636	Crystal Head Vodka is an American vodka has a blue and gold label.	N	Crystal Head Vodka has a blue and gold label.	N	001000	[]
T778B	0.3296037534587017	Crystal Head Vodka was developed in Canada for years before 2007 by its manufacturer Gazeta Sporturilor.	N	Crystal Head Vodka was developed in Canada for years before 2008.	N	001000	[]
T778B	0.4450861133823872	Crystal Head Vodka is dark brown in colour.	E	Crystal Head Vodka is known for having a pink color.	C	110000	['Color']
T778C	0.0	Crystal Head Vodka was released in Russia.	C	Crystal Head Vodka was released in the USA.	E	110000	['Introduced']
T778C	0.22861659391837938	Crystal Head Vodka manafactured by Globefill Inc. has a blue and gold label.	N	Crystal Head Vodka has a blue and gold label.	N	001000	[]
T778C	0.27151719015272857	Crystal Head Vodka originated in the U.S.	C	Crystal Head Vodka originated north of the U.S.	E	100000	['Country of origin']
T778C	0.27875506595884564	Crystal Head Vodka can be seen through.	E	Crystal Head Vodka cannot be seen through.	C	010000	['Color']
T778C	0.3521476612563729	Crystal Head Vodka is a clear alchol.	E	Crystal Head Vodka is sold in Canada.	N	010000	['Color']
T778C	0.3897452033214518	Crystal Head Vodka is a strong alcohol with 40% alcohol by volume.	E	Crystal Head Vodka is more than half alcohol by volume.	C	000100	['Alcohol by volume']
T778C	0.4421586483321994	Crystal Head Vodka was introduced and originated in Russia.	C	Crystal Head Vodka was introduced in a different country from where it originated.	E	110000	['Country of origin', 'Introduced']
T778C	0.6109038934948338	Russian origin Crystal Head Vodka is sold in Canada.	N	Crystal Head Vodka was developed in Canada for years before 2008.	N	001000	[]
T778C	0.8861160849117534	Crystal Head Vodka started developing in Russia during world war 1.	N	Crystal Head Vodka is known for having a pink color.	C	000100	[]
T709A	0.0	Crack-Up has recorded at several studios only on the east coast.	E	Crack-Up has recorded at several studios only on the east coast.	C	100000	['Studio']
T709A	0.0	Crack-Up is a music album recorded and released over a two-year period.	C	Crack-Up is a music album recorded and released over a two-year period.	E	100000	['Recorded', 'Released']
T709A	0.0	Crack-Up is an indie rock album released in 1998.	C	Crack-Up is an indie rock album released in 2017.	E	100000	['Genre', 'Released']
T709A	0.0	Crack-Up took roughly half a year to finish recording.	C	Crack-Up took roughly half a year to finish recording.	E	100000	['Recorded']
T709A	0.24285805342183114	David Prater produces music only at Electric Lady studios.	N	Robin Pecknold produces music only at Electric Lady studios.	N	001000	['Producer']
T709A	0.2952199907647865	Crack-Up was produced by David Prater and recorded in 1895.	E	Crack-Up was produced by Barry Gordy and recorded in 2003.	C	100000	['Recorded']
T709A	0.4385723220554156	Crack-Up released on July 26, 1998 is studio album by the band Fleet Foxes.	N	Crack-Up is studio album by the band Fleet Foxes.	N	001000	[]
T709A	0.47207641211137047	Crack-Up was primarily recorded in New York.	E	Crack-Up was primarily recorded in Washington state.	C	110000	['Studio']
T709A	0.5268157873984486	Crack-Up produced by David Prater was originally inspired by Cracked magazine.	N	Crack-Up was originally inspired by Cracked magazine.	N	001000	['Producer']
T709B	0.0	Crack-Up is a music album recorded and released over a four-year period.	C	Crack-Up is a music album recorded and released over a two-year period.	E	110000	['Recorded', 'Released']
T709B	0.0	Crack-Up is an indie rock album released in 1999.	C	Crack-Up is an indie rock album released in 2017.	E	110000	['Released']
T709B	0.0	Crack-Up took roughly half a year to finish recording.	C	Crack-Up took roughly half a year to finish recording.	E	100000	['Recorded']
T709B	0.0	Crack-Up was primarily recorded in Washington state.	E	Crack-Up was primarily recorded in Washington state.	C	100000	[]
T709B	0.065838316562891	Crack-Up has recorded at several studios only on the west coast.	E	Crack-Up has recorded at several studios only on the east coast.	C	110000	['Studio']
T709B	0.33144040815242654	Crack-Up released in 1998 was originally inspired by Cracked magazine.	N	Crack-Up was originally inspired by Cracked magazine.	N	001000	['Released']
T709B	0.37045236780205276	Robin Pecknold and Linkin Park produced music only at Electric Lady studios.	N	Robin Pecknold produces music only at Electric Lady studios.	N	001000	['Producer']
T709B	0.5759826296939754	Crack-Up is studio album by the band Fleet Foxes and produced by Robin Pecknold.	N	Crack-Up is studio album by the band Fleet Foxes.	N	001000	['Producer']
T709B	0.8576481688924052	Crack-Up was produced by Linkin Park and released in 1998.	E	Crack-Up was produced by Barry Gordy and recorded in 2003.	C	110000	['Producer', 'Released']
T709C	0.0	Crack-Up took roughly half a year to finish recording.	C	Crack-Up took roughly half a year to finish recording.	E	100000	['Recorded']
T709C	0.0	Crack-Up is a 2016 studio album by the band Fleet Foxes.	N	Crack-Up is studio album by the band Fleet Foxes.	N	001000	['Released']
T709C	0.0	Crack-Up is a music album recorded and released over a fifteen-year period.	C	Crack-Up is a music album recorded and released over a two-year period.	E	110000	['Recorded', 'Released']
T709C	0.3387417928433418	Crack-Up is an soft rock album released in 2017.	C	Crack-Up is an indie rock album released in 2017.	E	110000	['Genre', 'Released']
T709C	0.3586975507608194	Crack-Up has recorded at several studios on both the east coast and west coast.	E	Crack-Up has recorded at several studios only on the east coast.	C	000000	[]
T709C	0.4951821195741979	Crack-Up was primarily recorded in Washington and New York state.	E	Crack-Up was primarily recorded in Washington state.	C	110000	['Studio']
T709C	0.6601750802806737	Crack-Up made in Electric Lady (NY, NY) was originally inspired by Cracked magazine.	N	Crack-Up was originally inspired by Cracked magazine.	N	001000	['Studio']
T709C	0.7559914216865522	Robin Pecknold produces music only at Warner Bros. - First National Pictures	N	Robin Pecknold produces music only at Electric Lady studios.	N	000100	['Studio']
T709C	0.8587779076977058	Crack-Up was produced by Nick Sansano and is of length 17:15	E	Crack-Up was produced by Barry Gordy and recorded in 2003.	C	110000	['Length', 'Producer']
T535A	0.0	Crisis on Infinite Earths is an old American comic book series from the 80s.	C	Crisis on Infinite Earths is an old American comic book series from the 80s.	E	100000	[]
T535A	0.0	Crisis on Infinite Earths celebrates its 25th year anniversary since publication.	E	Crisis on Infinite Earths celebrates its 35th year anniversary since publication.	C	100000	['Publication date']
T535A	0.1926526215291705	The first issue of Crisis on Infinite Earths was released in 1995.	C	The first issue of Crisis on Infinite Earths was released in spring of 1985.	E	010000	['Publication date']
T535A	0.29060842101729084	The ongoing comic Crisis on Infinite Earths was George R.R. Martin's first foray into fantasy writing.	N	Crisis on Infinite Earths was George R.R. Martin's first foray into fantasy writing.	N	001000	[]
T535A	0.3173639496344179	Crisis on Infinite Earth was a Marvel comic that ran monthly since 1996.	C	Crisis on Infinite Earth was a DC comic that ran monthly for about a year in the 80's.	E	100000	['Publication date', 'Schedule', 'Publisher', 'Format']
T535A	0.3481146672298149	The ongoing comic series Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	001000	[]
T535A	0.5414920809545132	Crisis on Infinite Earths was a comic series first released in 1996.	E	Crisis on Infinite Earths was a novel released in the winter of 1985.	C	010000	['Publication date', 'Format']
T535A	0.6460367907381994	DC Comics were first approached to publish Crisis on Infinite Earths.	N	DC Comics ended Crisis on Infinite Earths due to bad sales.	N	000010	[]
T535A	0.7650254114197249	Crisis on Infinite Earth's has character like Jesse, Mike Posey, etc.	E	Crisis on Infinite Earth's main character was Batman, whom gets killed by Dumbledore in the last issue.	C	010000	['Main character(s)']
T535B	0.19305136898481595	The first issue of Crisis on Infinite Earths was released in February 2007	C	The first issue of Crisis on Infinite Earths was released in spring of 1985.	E	010000	['Publication date']
T535B	0.25448760488191563	Crisis on Infinite Earths is an old American comic book series from the 2000s, published by DC comics.	C	Crisis on Infinite Earths is an old American comic book series from the 80s.	E	100000	['Publisher', 'Publication date']
T535B	0.2605894567428471	The monthly comic Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	001000	[]
T535B	0.39029677718718075	Crisis on Infinite Earth was a Dark Horse Comics that ran monthly for about a year in the 2006.	C	Crisis on Infinite Earth was a DC comic that ran monthly for about a year in the 80's.	E	100000	['Publication date', 'No. of issues']
T535B	0.43856063841889326	Dark Horse Comics ended Crisis on Infinite Earths as it was sued by DC comics.	N	DC Comics ended Crisis on Infinite Earths due to bad sales.	N	000100	[]
T535B	0.5649129452508854	Crisis on Infinite Earths was stopped before it's first anniversary.	E	Crisis on Infinite Earths was George R.R. Martin's first foray into fantasy writing.	N	000100	['Publication date', 'No. of issues']
T535B	0.7579427005488762	Crisis on Infinite Earths was a limited series comic book with 6 issues.	E	Crisis on Infinite Earths was a novel released in the winter of 1985.	C	000010	['Format', 'No. of issues']
T535B	0.806489480265596	Crisis on Infinite Earths was a comic series with 6 issues starring Eclipso.	E	Crisis on Infinite Earths celebrates its 35th year anniversary since publication.	C	000100	['Main character(s)', 'No. of issues']
T535B	0.9593002872339482	Crisis on Infinite Earth's is story about two brothers Gary and  Boston Brand  and their adventures.	N	Crisis on Infinite Earth's main character was Batman, whom gets killed by Dumbledore in the last issue.	C	000010	[]
T745A	0.0	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in America.	N	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in America.	N	010000	[]
T745A	0.0	The Men's 50 kilometre freestyle at the XXII Olympic Winter Games ran for one day in February.	C	The Men's 50 kilometre freestyle at the XXII Olympic Winter Games ran for one day in February.	E	100000	['Dates']
T745A	0.0	The men's 50 kilometre freestyle at the XXII Olympic Winter Games had more than 50 competitors.	C	The men's 50 kilometre freestyle at the XXII Olympic Winter Games had more than 50 competitors.	E	100000	[]
T745A	0.0	The winner of the Men's 50 kilometre freestyle at the XXII Olympic Winter Games finished with a time just over 2 hours.	E	The winner of the Men's 50 kilometre freestyle at the XXII Olympic Winter Games finished with a time just over 2 minutes.	C	100000	['Winning time']
T745A	0.06453443602882958	The Men's 50 kilometre freestyle was the first event Michael Phelps won a silver medal in.	N	The Men's 50 kilometre freestyle was the first event Michael Phelps won a gold medal in.	N	000100	[]
